sentiment,text
-1,@robertkazinsky unless its a tv series imdb doesnt say
-1,i just wrecked my car
-1,@ work not feeling too well
1,byee byee twitterland
-1,argg freakin computer
-1,im far to bony  haha
1,@marrujee every monday should be another sunday
-1,@alwyshoutashley jon and kate are separating
1,@newyshortstack yeah i think he did
1,@chrisfreeman up is depressing
-1,can someone please follow me
1,@deathnote888 salamat sa encouragement it really means a lot
1,now listing billy talent last album 
-1,another boring meeting to attend
1,@oopinkslaveoo yea my next trip will be to socal
1,watching the fly with me music video
1,@kaffenissen yes i think you probably should worry
-1,i cant even poop in peace
-1,day off with nothing to do
1,@nickjoekevin01 what button reminds you of me
1,@lovebscott i just subscribed
-1,im on my ownn
1,@musiclover15 hehe
1,playing the guitarhallelujah
-1,i miss @lexluthor154
1,3 more days till freeeeedom
-1,is scared shitless
-1,going to the hopsical
-1,really want to be in dallas right now
1,woooahh so tired
1,really loves the rain
1,supernatural starts in 40 mins
1,another holiday pic  httptwitpiccom6gf8a
-1,last day in cali
-1,@tillyandthewall
1,thingking of karaokewith my bf
1,httptwitpiccom3ludy  ive had a haircut
1,out with my girl scout troop in ft lauderdale
1,@girlgeekchic omg thats the sweetest little song ever
1,thanks for the followfriday @affinitykitchen  much obliged
-1,@lmata he feels like a part of the family
1,howzit @anntasticlv your o for orsum 
-1,bad hair day
1,headin to class thenworkin out my cardiovascular respiratory system
1,@ashlielownsburg take your time  x0x0x
1,thanks @alexarielle  i am enjoying it
1,lets go out this weekend  @narvylicious @memegomez
-1,i am on mc
1,awwwwwi see a rainbow driving into work pretty
1,morning everyone
1,morning alllistening to col podcast
-1,@queendork56 awwww queen hugs
1,big party in a little apartment
1,christelles place later then maxs katip
1,@iancantdecide is sam here now for the fiesta too
1,@johnaevans super lol at the ie6 stubble
1,just woke up  i love lazy days
-1,httptwitpiccom7kx31  oh crap it didnt work
-1,omg my cab driver is on something ughhh
1,enjoy the day
1,so happy to know therealbeyonce love me too
-1,naptime with anferney before work
-1,really tired  night everyone
1,@therealnihal llanfairpwllgwyngyllgogerychwyrndrobwllllantysiliogogogoch adam from swansea
-1,jus doin assignment it stresses me out
1,@designprincess thats awesome
1,ready for the baby sister to be home tomorrow
1,the suns back  x
-1,@krystalbee i just got hungry
-1,i am very tired
1,thanks guys for pushing me over 400
1,@robhu should be there at some point
-1,my tummy hurts so much
1,i am following people
1,@ work again i am off in 1hour
1,chez fabrice great spot
-1,its raining again
1,@chicklet7 enjoy it
1,@mayareguru congrarulations our 2 granddaughters would love that
-1,not excited about slangin alone today
1,will have sims 3 in 4 hours
1,@cameronolivier i thought it was nice and subtle
1,@alphamares just a thought
-1,boo hiss mia has her first pox blisters
-1,is feeling a bit lonely 
-1,tummy ache
1,school party today
-1,i reset my phone all my numbers all gone
-1,so lazy  love this bed though
-1,@kingkan u and product didnt come to my party
1,good morning
1,making love with my doritos now
1,lets go to the ball
-1,guess no then
-1,@dhollinger that sucks
-1,@sandb08 ya well i miss you  mrs taylor
1,vodka sunrises and @jonasbrothes
-1,looking for a new phonedno wot 2 get thou
1,@ladyk417 you da bestest
1,were up and running
-1,monday  work  no sleep 
-1,just drove by olive garden @nwlynch
1,its sooo early yoga time
1,@thetingting what merited the dnw
-1,is really bummed about have heart breaking up
-1,i hate traffic im late
1,school ended early
1,@pearlofthesea everything
-1,@kaitlo but u have cash u can give her
1,@ashwinpande its funny because its true
-1,damn rain i want to go shopping
1,good morning to you all
1,just tweeting from my friends blackberryi need one
1,getting ready for today
1,@lynne90 yehh shess the big mouth haa
1,i love to love you
1,tracey alison micheal and others hanging out at yurs
-1,@youwontknow nah i havent got that desperate yet
1,cleaningorganizing my room
-1,@1tiffanynicole nope cnt yet at least no club environment
1,@candi525 her blog is hot by the way
-1,is watching mean girls and missing his epic friends
-1,@pumpkinzero tbh i would say yes
-1,what did i do i keep on losing followers
1,@davedays hey its been a long day dont hate
-1,its hard
1,@boilermakerwes  you will be miss very much wes
-1,apparently my mampms are all gone
-1,you make me worry
1,@treypearson happy birthday to your mother
1,@herrwippich ist der computer an
1,@pob34 tis okai dad it what sons are for
-1,@marissa0687 oh noo its for clothing
-1,@charissaartiaga what swerte mo tt  magkano
-1,@tommcfly what happened now
-1,the sick has settled in full on
1,obsessed with atl
-1,rain on an early release day epicccc fail
1,going to a comedy shoooow
-1,hot and sunny day but must work
-1,@nickvampie you are not nice to me
-1,everyones leaveinggggggg
-1,@msladyloyalty   hugs
1,@tirebouchon   great
-1,and he likes turkish soapoperas  noo
1,@mileycyrus hey miley  where are you going
-1,@thelemic oh that bites im sorry bb
1,oh oh now i understand  httpsitedespaircomsocialmediatee
1,@joel lol well at least she speaks the truth
1,@789gathering yaay will do
-1,just bought quickoffice for no reason
-1,babysitting no food here so hungry want pasta
-1,@slicktalkj have fun wish i was there
-1,burnt my tongue
1,whoehoeegot my own twitter now
-1,im really missing someone right now
1,wwwtedfordsrestaurantcom for those interested whish i was on commission
1,@whateverista ta
-1,@passionnature  all the time
-1,my blackberry is not liking twitter for some reason
-1,missed larry king because i dont get cnn
-1,father is staying home and conference calling sorry @sparklegirl21
1,@nissietr good night nissieeeehave a nice dream
1,@jillyo yesss it isi c it  funny
1,tired goodnight
-1,another intolerance discovered  httptinyurlcomobxtdj
-1,not liking ninets new single
1,@laurablue58 oh sure your not unsure anymorelolhello laura
-1,missed class this morning
1,quotyoure a jerkquot official video lovin it  httptinyurlcommnzkcl
-1,breast enlargement who told fb i have baby breasts
-1,so long jordan things change
1,@teamcyrus i know thats cool
1,@thebestdertever which also btw worked with the konami code
-1,say wha woke up to my nose bleeding
1,good morning  time for school
1,i am love love loving my new job
1,@jazgar thanks for the reblip  muah
-1,@ameliavillani but its cuuuuuuuuuuuuuuuuuuuute
-1,my green avatar didnt work
-1,@jonathanrknight shhhh we dont talk about that
1,rise and shine tweets
-1,hav 2 do chores
1,ihaveatwittercrushon @thepresidentjx3
-1,is the worst sister in the world  httpplurkcompx55cv
-1,@maylaa oh wait your dog
1,@zozums lydia was tight
1,happy mothers day to all the moms out there
1,@pinkgirl140 whatever
1,watching jonas for like the 73829th time
1,lol itll probably end up that way @viver211
1,@staceyjonasx yup and his all mine
1,birthday continuing tomorrow  pray for good weather
1,is watching a house marathon
1,@jrathbne and doing a great job
1,im bored so yeah talk to me
1,this is a trending topic  bndyearbooks
-1,feels like i ruined all my invites
1,@hollypop they did aww i love that song
1,@geor3ge yes it was
-1,just dropped a ten pound weigh on my foot
-1,good bye to who mami
-1,thinking about someone miss him
-1,@literatim i didnt mean it i miss @ruthbob
1,@therealjordin heating pad works best for me
1,@natasharamsey ur such a sap i still love ebay
1,@sabbypar thanks for sharing our small salusalo
1,@gfalcone601 glad it was a good journey mdear
1,@summerames matt nathanson yea he is
1,@markii187 how you been
1,@raisapan chop suey  it is
-1,@carmiakorsten lucky you
1,@youngq woot woot rob and the blockheads chatroom
1,did absolutely nothing today and it was nice
1,@fuzzfantab excellent use of the pause 
1,@peachesg i love your freaking tattoos 
-1,@cristylives you leave soon
1,miley cyrus goes httpadamdailycom all the time
-1,i made myself feel bad
-1,lovely sunny day here today shame im at work
1,@mcarta7 i would love that  xoxo
-1,omfg restrictions again i dont like this
1,httpwwwstumbleuponcoms2zpsrbvisualizeusview84d4d14dba7b42cebdeeda76b18da8c5 i think this is funny
-1,to the next party
1,@kbright no im not ur my friend  hehe
1,pitched 22 innings yesterday and struck out 8 batters
1,ss501 fever i really love korean boybandstheyre so cute
1,is a bad ass
1,that rashad lewis wuz nice tho
-1,needs to start wearing her glasses again
1,@jobeth06 its a promise
-1,stupid dryer chewed off one of james overalls straps
-1,still thinkin about that squirrel from earlier
1,@malkavscell bwhahahaha thats awesome thanks for sharing
-1,i havent eaten yettt  food where are you
1,luking for new background pic
1,just bought my bridesmaid dress
-1,@theres1bad im sober as shit right now
1,happy childrens day
-1,expected pkg w book noshow  rescheduled for today
-1,suddenly stressin
1,went to see the pearl yesterday
1,@sugree httptwitpiccom6bodo  
-1,just feels damn homesick
1,@bteneshab have a delicious sunday
1,@marley1964 love love love back to you lesla
1,@writercarrie no im at smith college this week
1,@jamalhbryant service was awesome thanks for keeping me grounded
1,hastings finally buying the reader
1,@jgdemas hey you  good morning
1,@itstyrawr chapter 90 gt xdd you
-1,a hearthquake in caliscared
-1,i kinda dont want to go back home
1,@giblahoj ist ne coloe sache
-1,@gamilac and you are not active in fb anymore
1,@kristinacooper yeah it sucks btw youre still up leah
-1,nickxnack when are u coming to visit missyou
1,@saoirse 4hours boom boom  httpwww4hoursmusiccom
-1,well shit  mom got called into work sighs
1,look at those legs go
1,just changed his username hurrah
-1,im sooo tired wish i could sleep at night
-1,logies was shocking very bad hosting by gretel
1,@blocknurse awwww thanks donna
1,really going to bed now
1,@michaellh24  you too
-1,i wanna go shopping
-1,@amandaelyss whyyyyyyyy do you im an idiot
1,happy birthday to my dear roomie @rachelulgado
1,whoa holy a lot to do batman
-1,@ladyyyy sorry you are feeling tired and broken
1,loved being snow white last night
1,@heykim just voted for you  good luck
1,@crakheadondtrig youre welcome
-1,bailey had a seizure
1,@wings4you your welcome dear
-1,working till 5 im so bored
-1,time for some dentist lovin  ah
1,eating icing from the packet
1,staying another night in marylandd
-1,@okyz u welcome babemiss u
-1,my sister pissing me off with armenian techno
-1,ps i wish i was in toronto
-1,feels under talented and like a super misfit
-1,is v v tired after a manic weekend
-1,@daweinl and you cant tweet with your love
-1,@xosaturday  im sorry
-1,still no baby 36 hours on
1,@1tweetcop thanks for the information
1,goodnight and sweetdreams
1,game time  @detroitredwings lets go red wings
-1,@chefmumu looks absolutely fantastic im working then though
-1,@tflswadley i still have to
-1,i am so not getting my ib diploma
1,so0o happyyy been havin a go0d dayyyy
-1,rip charlotte the fish
-1,2 12 hrs to go needing some me time
-1,the last survivor of titanic died
-1,chixago tonighttt closing
1, i got my nape pierced
-1,suffering from extreme boredom
-1,abit mad
1,@trinityrayne lol hehe yeah me liked it too
-1,going to worky
1,william houde  bon matin
-1,@kaskade oh man now im craving poutine
-1,damn itttttttttttttttttttttttttt i missed an episode of the nanny
1,picking @kareejo up from work i love this city
-1,they always ruin it
1,applied some revitalash and off to bed
-1,@tswizz went to vote for you couldnt find ya
1,what am i doing minding my own business
1,@theemp noooo  haha tu massss â¥
-1,wishing i had a new car
-1,my phone is all messed up
1,dogs are people too
1,@lancearmstrong congrats lance max is sooo cute
-1,good morning
-1,angel is scaring me  bb10
-1,off to worki feel sick
-1,i miss cuddle bear
1,httptwitpiccom2y4ky  cute shirt from @threadless
1,@lorner96 i are now subscribed to you on youtube
1,people are funny ha
-1,ahhh at skatin  these boyz ar scarin meeee
-1,goodbut not as good
-1,i wish i could get to sleep
1,@davidmiller this is a test
-1,is cleaning
-1,wish this was easier
1,going to costco
-1,ankle still hurts
-1,@jnavarre just because you dont like my purse
1,@mikacory lol nice to tweet you too
1,beautiful day going to the city nooooow wahoo
1,@mrpresnick i know i already get it
-1,@itsneet oh lol guess were too late now then
-1,@fnadzirah why so
1,@gailporter good news all round
1,visit my newlyrenovated blog site tralalaracouk
1,@heydarren lol   you are waaaaaaaaaaaaaay to observant
-1,nearly a week since i saw biscuit last
1,@blondactress oh man that sucks i just woke up
-1,is study for exam  httpplurkcomp1144ln
1,is soooo relaxed
-1,just finished studying science i feel so tired
1,going shopping today hope its not too hot out
1,happy birthday elizabeth reaser
1,@ladymillzzz would love to see that
-1,im feeling kinda low
-1,idk anymore
-1,@litterthisheart i am still sad about this
-1,@pollinatewildly awwwsorry you had a crappy day at work
1,@eepgonewild sounds like a plan
-1,@tommcfly what happened
-1,@sweetandloved oh that sucks
1,its midnight amp im buying my jb cd
1,summer nights rock  might go skinny dipping later
-1,kind of hungryhome alone  followpeterfacinelli
-1, is stressed ive lost my fucking physics work
-1,i just got my first fail whale  @twitter
-1,@misst7 what happened
1,yes @laurenlenewx you must turn around more often
1,two more hours
1,@cancelthatcher  thank you  
-1,my back is burnt
-1,@goosed sorry for procrastinating while you were gone
-1,is wishing it was this time last week
1,@luxuryluke correct and correct
1,@avalon789 welcome to the college of masscom
1,i am sleeping in office
-1,aw @jjjonatron is adorable  also im whipped
1,@christinekorda thanks a lot for followfriday
-1,well this just stinks
-1,arghhhhhhhhh i cant keep up with these twitterbones peeps
1,@aquaruby sent you one back
1,@invitelady yep  vip party afterwards too
1,home for lauras was a great wee day
1,im currently twittering
-1,its 530am this isnt good  haha xd
-1,@deirdrereid link didnt work for buzz2009
-1,coursework
1,wants to go to evangel university
-1,6am tummy rumblings and not the hungry kind
1,tune in next week for more followfriday
1,@citizendan excellent very funny
1,@mrswaggmuzik good to hear
-1,cant believe ill miss senoritas bday celeb
1,@johnfmoore my pleasure
-1,iphone 30 update comes out june 18
-1,word work in an hour
-1,aw i missed the chat
1,@bargainbriana another reason for me to go
-1,@bitcheshateme booo sux i have to miss it
1,new twitter
1,@stemcooler those shoes are brilliant did you get them
-1,is watching shipwrecked cant believe its the final episode
1,i need to go have a grueling workout
1,sunnin it   what a lovley dayy x
-1,lost my calculator  lol x
1,nearly ready to set off looking forward to it
-1,@deadstockric same here im sick n in bed too
1,showing off my tan
-1,@ayeyeemee  use it so i know whats up
-1,@moefugger call me back
-1,in loveeee lt3 and it hurts
1,gonna get some lessons up this week guys
1,@yelyahwilliams i saw u with no doubt in denver
-1,also wish i were at mocca
1,myweakness chocolate shoes and clothes
-1,i have a headache 
-1,@jenwong0 sad face because 50 is still far
1,httptwitpiccom6gdiw  beautiful day
-1,pamela didnt even say quotbyequot to us
-1,last day
-1,is trying to get over her cold
-1,@houseofnightfan not breathing issues arent gewd
1,im feeling pretty alright at the moment
1,@annabranch you just let me know how that goes
1,oh then the ashes to ashes finale tomoz night
1,i love typos because im not a bot
-1,very very sore eyes
-1,@joeladler that and so much more
-1,scrubbing input of html and javascript by hand
1,@jboogiesf thanks have an awesome nite
-1,this day is really boring
1,im doing the wizard rock twist
1,@3l1se hahahaha gits and shiggles  awesome night
1,its fine
1,also i still love thunderstorms at night
-1,i have rats in my house  yuk
1,@summereyes he is a gentelman
1,you taste like cookies   httpblipfm6h0qd
1,did good on a history test
-1,missing my sisterinlaw
-1,going to sleep soon i hope
1,talking headz
1,movies yay
1,@jadedmind i feel your pain
-1,@bellagm yes that sucks i miss you
1,@robertbasic miss hitler strikes again
-1,omgomgomgogmogmggg the fox has just eaten peardrop iasuhfiysafygasifgs
1,@bradrhine i just might be able to make that
1,@tisdaleweb lol that was real late
-1,@potatochip i would have but i already left
1,feeding the guy lunch then outside to play
1,@jwhof yay i hope you enjoy the shows
-1,i have nothing but anger right now go pens
-1,@kloveradio  i have to work tomorrow morning
1,out to play
1,fab tweeps 2 follow @peter811m @susiecheng @exit38 @focalaxis @geoffhampton
-1,serious headache today
1,@al33xx thank you
-1,exam week is coming  nervous
-1,@unwritten99 sydney is all ages  have fun momo
1,follow @qdakid
-1,bah to working on bank holidays
1,good morning
1,the sims 3 so nice to play
1,just got the g1 update loves it
1,about to get my tsx on  httpbitlywhywr
1,@themillster keep the faith
-1,@abrown61085 yea it didnt work
-1,just want my introvert
1,@flylikedove great interview as always fam
1,@ddlovato cool movie marathon gonna have my marathon laterrr
1,its us against the world
-1,off to do the chores
-1,rockies lose
-1,im in my garden locked out
1,planting a tree
1,@zendoc theyve always been flipflops
1,@adamsandler hows babu doing
-1,@mistressmatisse that link isnt working  httpffim1yepk
-1,fighting with myself ughhhfjskhdjsk
1,@ayvonnecato welcome  haha i thought it was halarious
-1,@marleaux i know right  lesigh
1,finally got a picture up
-1,still headache
-1,@younglupe now you understand what i went through
-1,whats good work till 5 
-1,in serious sister withdrawl
-1,my mom wont make any more pizza
-1,@missflack aww
1,also im completely off my face
1,@lyrics031 thanksss
1,@gabbyshewrote vodka and lemonade always perks me right up
-1,@mizzougirl88 awww yeah id be bummed about that too
-1,@nickmongo a bad one i know
1,wants milk teahold the boba please
1,posting my first tweet
1,chillin at the park
1,on my farm town interesting
-1,@maebeth sorry
1,@justmepammy not green sorry
1,@frozenlilacs  awesome
-1,is doing bloody exams
1,@islafisher hey how are u near by
1,auditions went well  watching armageddon
-1,i dont know what to do
-1,theres nort even a preview  @jessicaveronica
-1,badtrip sira ang router sa bahay  httpplurkcompukjlt
-1,vacation officialy over back to work in 30 min
-1,@zjdanger i miss you
1,@peterrowlett thanks for the followfriday
-1,my computer is severely infected
-1,undo really doesnt exist  my tweets have gooooooone
1,@benlawsonphoto no the mental image was hard pun intended
1,new video today i wrote lyrics for metallica
1,save the earthdont use plastic bags
1,harry potter reread starting now
-1,first play rehearsal tonight weight goal  not met
1,musicmonday open happiness is the ultimate summer song
-1,just got up staying home sick today
-1,@c1applegate ohthat stuff always happen on vacationim sorry
-1,@valeriefutch today was the last day
-1,reallyy wantss to see neyo and jeri hilsonnnnn
1,first exam tommorrow ready to suck  xd
-1,i fucking hate laundry
-1,@singstar33 id call that a joshmare
-1,im at work untill 10
1,still amazingly happy about winnning franz ferdinand tickets
1,ooh i fell all nice and fresh now
1,@jerrylavignejr thanks for following me
1,@mwegner why what do you know about it
1,nice weather here at trafalgar square
1,@demidelia very nice workspace
-1,@enigmaticr oh no shes not
-1,@ijustine yup your videos arent working for me either
1,@craigpbestwick  course i am
-1,@coreyklein  cheer up buttercup
1,rise n shine
-1,so fuckin bored and depressed noones on 360
-1,@egocorleone oh kiss my rear tired man
1,@jpuvan no fine just renewal fees
-1,headache  agonyyyyy
1,is getting ready for the big surprise party
-1,having issues with xfire broadcast cancelled for now
-1,dang its my turn to wash the dishes
-1,i broke my website
1,holy macarole mister you scared the bajeeebers outta me
1,@visnya how do you know you talked
1,probably going to my grandma later
-1,i miss holidays 2 tests this week
1,smelling manhattan through the window
1,is so proud of manny pacquiao  amazing fight
1,mission accomplished back to base
1,@montanasanti quit lying  its just us lol
-1,my feet aree coldddddddddddddddd
1,@lovexmonsters i so do omg exciting
1,just got back from scotland
1,up in norcal  bye socal
1,@mariahcarey love the cover
-1,wheres @anamhimura kinda missed him today
1,@kaybee6824 hahahaha  like the new pic
1,@itaintkansas lol sorry
-1,@soulpoetrysite  dont see a photo
1,@sonnieinkstar hey buddybring me some jack
1,@celeriac i approve
-1,what a real bad party
1,its finally june yessss
1,new to twitter and missing my joey
-1,feel like crapim going to bed
1,@madlyluv yey
1, i love you what do you say
-1,having trouble with followunfollow yet again
1,goodmorning world  i love coffee
-1,quotepic slowquot day at work
1,totally diggin the zooey dechannel cotton commercial
1,@msalonen ha ha thats actually very flattering  cheers
1,@liveyourrlife good job tweeting
-1,good morning everybody my mother makes trouble
1,im free leaving work now
-1,@irisductha my sources say no
1,michelles grad party
-1,@lozaj91 morning kiddo lt3 miss you toooo
-1,its raining again make it go away
1,mtv movie awards  haha kristen stewart how embarrasing
-1,doing lots of homework
-1,my kiddo hates the pool
-1,learning learning learning but i cant concentrate
-1,back from cedar point
-1,@wilhelmk you promised not to tell anyone about that
1,changed my skin on my twitter page to misha
1,back in n having yummy german food lunch
1,yay t is ready latas peeps
1,only 7 exams to go yays
-1,@mdestruction uuuuhhhhhhh anche io gelato
1,@derekjgoodman youre addicted to something all right
-1,waiting to print a job  thats fucked uppp
1,@chrisgorham cant wait to see harpers island tonight
-1,@robynnnnnn you got outvoted by everyone else
1,@biatrice07 hey where have you been hope ure ok
1,hiiiiiiiiiii everyonee 
1,omg new mitchels album 
-1,@lucasblack guessed it was something like that
1,download backseat goodbyes latest album for free  httpfreecdbackseatgoodbyecom
1,thinkingg aboutt francee  x
-1,@edwardsheroin taps shoulder forgotten
1,i want cuddles nowwwwwwwwwwww please
-1,my car died today  bye bye little beaker
1,@jeffreecuntstar im sure many people do jeffree
1,im now in impatience of the twilight
-1,awwww  @lucerocarol is not feelin too well
1,woooooh under 100 again in spider solitaire soo excitingg
-1,@happilybarefoot i cant stop thinking about her
1,@xxmixedmodelxx actions speak louder than words boo
1,horray for free copies of quotwe are marshallquot
1,that was funnnnn
1,taking the sats tomorrow wish me luck
1,good day to sleep in
-1,going to work   byebye
1,watching one tree hill lt3 exciting
-1,morning i hate microeconomics
1,beautiful saturday day ooh the possibilities
-1,all the pride pictures look so fun
1,@cynthiaburoughs  waves
-1,eminem  that sux
-1,probably not going to noahs ark this thursday
1,@laurenvharrison aha i know me either lol
1,@nixiekitty yup thats been mine for years
1,@lukevdp actually people were more decisive than that
1,downloading some movies  because im so bored httpplurkcomp11ay5d
-1,why are goodbyes so sad
1,@sharissababe go on msn mmk
-1,doesnt understand twitter
1,@whyhity im glad you enjoy my dtweets
-1,at work  hopefully something fun tonight
1,making tea in my cute little yellow teapot
1,@jaxlicurse same here  have a gr8 week ahead
1,@thisbookaddict good luck
1,i am taking a nice day
-1,i want to watch transformers
-1,im not going to eat pizza
-1,httptwitpiccom3i6lu  boo for it disappearing
1,@thisisdavina im glad you get spots too
1,waiting for karriget my lunch already
-1,headache
-1,miss my mummy all the way in canberra today
1,@sjane72 tell us more
1,free fishing this weekend
1,go0dnight everybody
-1,@monsterrific omfg thats so cruel
1,@everywheretrip welcome to rome do send me a postcard
-1,i wanted to go out tonight
-1,is wanting to be back in nashville
1,@ddlovato  it sems you like romance movies
1,cant wait for scenefest
1,@cicelyelizabeth ok goodnight
-1,one of my kids ran away
1,@suebrody1 adam won an award
1,working out
1,just woke up
-1,i am soooooooo over this rain  watching tv
1,@basantam workingish this morning   u
1,@bennyboytheman lol i would never
-1,im sneezing so much  i cant breath ahha
1,cheap drrrrranks at stones melville tonight
-1,@hughskybombers but that woman is disgustinggg
1,with the hswg people
-1,does not enjoy crying
1,@panasonicyouth fucking awesome
-1,helping dahlia move
1,@michaelsarver1 you were hacked best change your password
1,coke is better than pepsi   httpbitlyu1joh 
-1,@tortured74 thats sad  ill miss you
-1,@swisstoni the whole thing is terribly terribly sad
-1,unsuccessful shopping trip
1,@joannaaki thank you
1,leaving for michigan
1,words of encouragement are welcomed
1,@epicjc thanx mister
-1,@ugottaluvruggz and i wont b able 2 tweet
1,@meganjay100 graciass will change it then loll
1,@clarinette02 well occasionally is better than never at all
1,says at last ace is back  yey httpplurkcompz2404
1,hanging out at moms house
-1,i got blisters @ strut your mutt they hurt
-1,about to get my wisdom teeth removed
-1,yogurt stop didnt have any of my fav flavors
1,oh man as of today i am a junior
-1,i cant phone tweet
1,@philbee
-1,@meriel you and me both  hugs
-1,had to put my dog down
-1,aww thats sad @pegasusangel   sanctuarysunday
1,@rickycompton put me on the list im coming
1,@vene2ia great
1,welcome new twittsweets
-1,cant believe i am being made redundant
-1,mourning my car
-1,its cold out today
1,atvin cant wait
1,@cinca75 sounds good to me  clothdiapers
1,explaining twitter to the tias
1,@rsltruly thatll work i think
-1,@dlopezxcites dannnnnny my eye hurts
1,happy monday
-1,@infectedboot the whole cartoon let me at him
-1,mmm blythevile sucks they dont sell iphones
1,@magicalmarisoll weird i was just listening to that
1,getting a massage amp lunch with my aunt
1,fatin ignoring me againmain game tk ingat org
1,@sexycheza less than 40 tickets left
-1,aww im sorry  what did he do
-1,the whistle is blowing only to go get shots
1,@jennkate01 of course
-1,crap its still 73
1,@rodolfopiano thx for following me
-1,watchiin a moviieby my lonesomen0t cuddliin
1,lets qo to a concert
1,httptwitpiccom5cdxd  hello carousel
-1,just woke up my coffee maker broke
1,@joostlagendijk i know the feeling joost
-1,sigh  my fav cup broke   
-1,@welpje awh  that sucks tt huggles welpje
-1,@snurtz ohnoes i am very sorry
-1,hes the first edward of mine awww
-1,@iainnl ws wel ja
1,@spat21 yeah thanks for your kind words
-1,i have to take placement tests today
1,falling asleep goodnight
1,@tweetsg nicei like your attitude
1,@preternareviews thanks and lol
1,@envoyofhope an amazing piece of software
1,@dallaroo round 2 hahahahahaa  bring on the shotss
-1,@kitching sounds complicated
1,just ate some stroopwafflen
-1,@aimss123  clean me
-1,@gen224 thats either very sweet or very scary
1,stop hammertime gtgt classic
1,@ericbuterbaugh beautiful pic as always
1,@cccassin been waiting my whole life u to come
1,@danielspronk haha well lets start a revolution
-1,heading over to brits forgot my softball bat darn
1,@adlyman you can do it  good nite
1,@bhaskarpratap i will limit myself to errors only
-1,i feel really awful about letting down tomothy
-1,itâ´s boring here without friends
1,the weather is so nice  
1,side pony
1,@oobe starwar 
-1,@backpackballerj not really im off in 2 more hrs
1,@antnyce123 @noralmt @jeasysehgal thnx a ton 4 the love
1,just drank  my first ever dr pepper
1,good morning iï¿½m soooo tierd
-1,losing i quit
1,going to the bank packing relaxing
1,so sleepy and my back is killin me gnight
1,i love janes addiction let me count the ways
-1,@mirna023 me too
1,another game  go dpmm fc cheers
-1,going into surgery today alone
1,@iambenniboi @steadybliss goodamorneeen
-1,@osirius im not  haha congrats guys
-1,kage totally took over my side of the bed
-1,@brynnadonn thanks  i was trying java2009
1,i love twitpics on tweetie
-1,this band is so bad omfg
1,good morning wazzup hows it goin hmm blessed be
-1,totally confused
-1,@mrsos i want to come
1,@meryreino morning  its uampme 4eva
-1,i have a head ache
-1,i think crystal is sick  poor doggy
1,summer storms are wonderful
-1,cant find a place to park mika
-1,sailing off
-1,still frowning that was really
1,@enjoychange die nespresso citiz amp milk  in rot
1,@aur1 good night
-1,@amyjamey yep i would have preferred oyster
-1,i seem to not be bothered to do anything
1,@trucco905 hahaha  youre so right
1,@pntbtrkisses  your back
1,@mrbilliam ohim crap at geography
1,@xxkirstxx aww good luck
-1,disappointed with myself
1,neeewwww myspace suuper soon and new songs
-1,hates haysneezer
1,@discoverychpr that is cool i love the boomdiada commercials
-1,cantttt fall back to sleep
-1,bringing roxy to the emergency vet
1,@schaeferj89 not tomorrow i will be back tuesday
1,@ericahudson ha ha and you watched me
1,@alastairshaw awww thanks
-1,today is a good day but its cold
-1,thinking twice  regrets are the worst
-1,this going to be a long day working 99
-1,my phones not working
-1,just erased all songs on my iphone
1,hanging out with shelby at the paramore concert yes
1,@anaeale i thought so thank you beautiful
1,@exmi thanks c u later
1,one week up to my birthday
1,@niavardalos i cant wait to see it  congrats
-1,@shizbocha i want a macbook too  photobooth @
1,@visbroker good idea
1,@funkagenda httpbitlyuokem please tell me what you think
1,@emdid3 bring your money tm
1,@tonilim httptwitpiccom7go0k   what do you think
1,i think i like the workshop
1,around and then goin with sar bear
1,@cairnmont he he hethanks for the offer but no
-1,car is yikes
-1,lol only kidding i feel swineish
1,im working too  just free from location
1,good nite yall
-1,ltbgthappy 108th birthday ed p god so tired
1,its raining outside  finally feeling like autumn
1,nice morning to all
-1,@tracysaurous yup
1,got to stay home today
1,@dirtydiva nj is probably a draw though
1,is going out for dinner tonight
1,getting ready for the night
-1,feeling lonely
-1,@petewentz i feel bad for those fans
1,@dannymcfly your body is a wonderland
1,treatin mah dukes and laqueesha to ice cream
1,@talkinguineapig yawnstretch yeah thatll b cool
1,follow now @ddovatoo plz oh mtv awards
-1,ahhhhhhhhhh someone pay my phone bill no texts today
1,@alexismp thanks  see you there
-1,@kerryberry  so sorry for your loss
1,thinking of getting some chicken tonight
1,@traceymmm youre welcome
1,last thing im missing you nicole cord cruz
1,is singing with a smile
-1,@irachey poor rai
1,all i did was hang out today haha
1,@an0el i know i wasnt jp
1,@claralim down with swine flu
1,is watching spongebob duh
-1,i just saw some sad videos from iran
1,@cyantist im interested in getting hooked up with spymaster
1,cha cha cha chillin
1,get paid to use twitter  httpatomurlorg1884
1,@chuck thanks for the love  ff
1,@jahrootz good music my friend good music
-1,@angelzilla bah yeah  healthy does not help here
-1,i miss my hair
-1,time to head to work  bbl
-1,its so damn cold in here
-1,@ubertumbleweed emoticond
1,going bowling
1,@fernandapsi love it  good work
-1,@visitmesa i have that problem every time
1,well thats all the knothole island achievements wrapped up
-1,@justinshepherd that used to happen to me
1,em chatting duhhh
1,saw jonas brothers last night   amazing
